gene	regulation	no_samples	signature	gene	regulation	no_samples	signature	gene	regulation	no_samples	signature	gene	regulation	no_samples	signature	gene	regulation	no_samples	signature	gene	regulation	no_samples	signature
								OPTN	DOWN		immunomodulatory					SGPP1	UP	14	mesenchymal_stem_like	KIAA0141	UP	22	luminal_ar
								PLXNC1	DOWN		immunomodulatory					TRIM8	UP	16	mesenchymal_stem_like	SPATA2	UP	24	luminal_ar
								P2RY5	DOWN		immunomodulatory					LBH	UP	15	mesenchymal_stem_like	LCMT2	UP	22	luminal_ar
								CD96	DOWN		immunomodulatory					MAP1LC3B	UP	15	mesenchymal_stem_like	KIAA0644	UP	40	luminal_ar
								IGSF6	DOWN		immunomodulatory					SFXN3	UP	13	mesenchymal_stem_like	PJA2	UP	25	luminal_ar
								LILRB2	DOWN		immunomodulatory					CAPN3	UP	13	mesenchymal_stem_like	LRBA	UP	30	luminal_ar
								CDKN2A	DOWN		immunomodulatory					CAPZA2	UP	15	mesenchymal_stem_like	G3BP2	UP	28	luminal_ar
								ZNF267	DOWN		immunomodulatory					CAST	UP	14	mesenchymal_stem_like	ATP2C2	UP	28	luminal_ar
								TCIRG1	DOWN		immunomodulatory					FZD1	UP	16	mesenchymal_stem_like	SEC16A	UP	33	luminal_ar
								IKZF1	DOWN		immunomodulatory					FZD4	UP	19	mesenchymal_stem_like	RNF10	UP	22	luminal_ar
								TRIM22	DOWN		immunomodulatory					GLT8D2	UP	22	mesenchymal_stem_like	GOLGA5	UP	25	luminal_ar
								IRF9	DOWN		immunomodulatory					PLVAP	UP	18	mesenchymal_stem_like	HS3ST2	UP	25	luminal_ar
								BTN3A3	DOWN		immunomodulatory					TMEM47	UP	21	mesenchymal_stem_like	USP3	UP	30	luminal_ar
								BTN2A2	DOWN		immunomodulatory					JAM3	UP	24	mesenchymal_stem_like	DOPEY2	UP	22	luminal_ar
								IFITM3	DOWN		immunomodulatory					CRISPLD2	UP	23	mesenchymal_stem_like	CDH1	UP	31	luminal_ar
								CD52	DOWN		immunomodulatory					NCALD	UP	13	mesenchymal_stem_like	AKT3	DOWN	27	luminal_ar
								IFI30	DOWN		immunomodulatory					FAM172A	UP	17	mesenchymal_stem_like	CDH3	DOWN	34	luminal_ar
								TRIM38	DOWN		immunomodulatory					SPARCL1	UP	25	mesenchymal_stem_like	TANK	DOWN	30	luminal_ar
								SEMA4D	DOWN		immunomodulatory					SPOP	UP	17	mesenchymal_stem_like	LOC100133233	DOWN	26	luminal_ar
								UBD	DOWN		immunomodulatory					SRPX	UP	25	mesenchymal_stem_like	HDAC5	DOWN	23	luminal_ar
								BATF	DOWN		immunomodulatory					ARID5B	UP	20	mesenchymal_stem_like	SMC4	DOWN	29	luminal_ar
								IFI44	DOWN		immunomodulatory					KIAA1109	UP	17	mesenchymal_stem_like	UBA2	DOWN	30	luminal_ar
								CXCL13	DOWN		immunomodulatory					CMAH	UP	18	mesenchymal_stem_like	TSPAN3	DOWN	30	luminal_ar
								GNLY	DOWN		immunomodulatory					RECK	UP	22	mesenchymal_stem_like	KIF20A	DOWN	32	luminal_ar
								IFITM2	DOWN		immunomodulatory					SDPR	UP	22	mesenchymal_stem_like	RASGRP1	DOWN	37	luminal_ar
								IGF2BP2	DOWN		immunomodulatory					TPST2	UP	14	mesenchymal_stem_like	OPTN	DOWN	35	luminal_ar
								CUGBP2	DOWN		immunomodulatory					TPST1	UP	14	mesenchymal_stem_like	GPR64	DOWN	30	luminal_ar
								CXCR6	DOWN		immunomodulatory					CAT	UP	19	mesenchymal_stem_like	RASA4	DOWN	26	luminal_ar
								SLC12A7	DOWN		immunomodulatory					CILP	UP	21	mesenchymal_stem_like	FARP1	DOWN	23	luminal_ar
								CTSC	DOWN		immunomodulatory					TRIM52	UP	15	mesenchymal_stem_like	RCL1	DOWN	24	luminal_ar
								VAMP5	DOWN		immunomodulatory					RGS5	UP	21	mesenchymal_stem_like	MPZL2	DOWN	25	luminal_ar
								HPSE	DOWN		immunomodulatory					C9orf3	UP	13	mesenchymal_stem_like	MSLN	DOWN	41	luminal_ar
								LILRB1	DOWN		immunomodulatory					C17orf91	UP	20	mesenchymal_stem_like	NET1	DOWN	31	luminal_ar
								ADAM28	DOWN		immunomodulatory					MMP23B	UP	15	mesenchymal_stem_like	PRSS16	DOWN	32	luminal_ar
								HCP5	DOWN		immunomodulatory					GAS7	UP	19	mesenchymal_stem_like	CDKN2A	DOWN	35	luminal_ar
								FGL2	DOWN		immunomodulatory					DIXDC1	UP	18	mesenchymal_stem_like	SPEG	DOWN	32	luminal_ar
								SMPDL3A	DOWN		immunomodulatory					CDC14B	UP	17	mesenchymal_stem_like	ADAR	DOWN	27	luminal_ar
								IFI44L	DOWN		immunomodulatory					CAV1	UP	25	mesenchymal_stem_like	ZNF267	DOWN	23	luminal_ar
								LILRB4	DOWN		immunomodulatory					PDLIM4	UP	14	mesenchymal_stem_like	NPM3	DOWN	32	luminal_ar
								PIM2	DOWN		immunomodulatory					CAV2	UP	18	mesenchymal_stem_like	ST3GAL6	DOWN	25	luminal_ar
								BTN3A2	DOWN		immunomodulatory					KLF7	UP	16	mesenchymal_stem_like	NDC80	DOWN	33	luminal_ar
								BTN3A1	DOWN		immunomodulatory					PPAP2A	UP	23	mesenchymal_stem_like	PGCP	DOWN	29	luminal_ar
								CORO1A	DOWN		immunomodulatory					PPAP2B	UP	18	mesenchymal_stem_like	WFDC2	DOWN	28	luminal_ar
								PSIP1	DOWN		immunomodulatory					RUNX1T1	UP	22	mesenchymal_stem_like	TUBGCP3	DOWN	24	luminal_ar
								MAP4K1	DOWN		immunomodulatory					CBFA2T3	UP	15	mesenchymal_stem_like	EMG1	DOWN	22	luminal_ar
								SP140	DOWN		immunomodulatory					AOC3	UP	24	mesenchymal_stem_like	ACAA2	DOWN	26	luminal_ar
								USP18	DOWN		immunomodulatory					DCHS1	UP	17	mesenchymal_stem_like	TACC3	DOWN	24	luminal_ar
								VSIG4	DOWN		immunomodulatory					AKR1C3	UP	19	mesenchymal_stem_like	HMGN4	DOWN	40	luminal_ar
								KCTD12	DOWN		immunomodulatory					IRS2	UP	13	mesenchymal_stem_like	UBE2E3	DOWN	22	luminal_ar
								CKS2	DOWN		immunomodulatory					EIF4G3	UP	14	mesenchymal_stem_like	SLC9A6	DOWN	24	luminal_ar
								ARAP2	DOWN		immunomodulatory					ACTN1	UP	13	mesenchymal_stem_like	SYNCRIP	DOWN	28	luminal_ar
								CLU	DOWN		immunomodulatory					SERPINH1	UP	14	mesenchymal_stem_like	SEMA4D	DOWN	22	luminal_ar
								CLIC2	DOWN		immunomodulatory					CTSF	UP	16	mesenchymal_stem_like	CEBPB	DOWN	31	luminal_ar
								CCR1	DOWN		immunomodulatory					TNFSF12	UP	15	mesenchymal_stem_like	MYBBP1A	DOWN	22	luminal_ar
								CCR2	DOWN		immunomodulatory					SUCLA2	UP	14	mesenchymal_stem_like	UBD	DOWN	30	luminal_ar
								CCR5	DOWN		immunomodulatory					NRP1	UP	20	mesenchymal_stem_like	CEBPG	DOWN	23	luminal_ar
								CCR7	DOWN		immunomodulatory					SOCS2	UP	13	mesenchymal_stem_like	ANP32B	DOWN	29	luminal_ar
								CRABP2	DOWN		immunomodulatory					WISP2	UP	18	mesenchymal_stem_like	PRDX4	DOWN	22	luminal_ar
								CREBL2	DOWN		immunomodulatory					KAT2B	UP	17	mesenchymal_stem_like	HTATIP2	DOWN	24	luminal_ar
								CSF1R	DOWN		immunomodulatory					PER3	UP	13	mesenchymal_stem_like	IFI44	DOWN	33	luminal_ar
								CSF2RA	DOWN		immunomodulatory					ST3GAL5	UP	14	mesenchymal_stem_like	OLFM4	DOWN	25	luminal_ar
								CSF2RB	DOWN		immunomodulatory					AP1S2	UP	14	mesenchymal_stem_like	SLC34A2	DOWN	39	luminal_ar
								CSTA	DOWN		immunomodulatory					GYG2	UP	15	mesenchymal_stem_like	GNLY	DOWN	27	luminal_ar
								CTLA4	DOWN		immunomodulatory					SGCE	UP	20	mesenchymal_stem_like	CENPA	DOWN	26	luminal_ar
								CTSH	DOWN		immunomodulatory					HERC1	UP	18	mesenchymal_stem_like	C6orf108	DOWN	28	luminal_ar
								CTSS	DOWN		immunomodulatory					SKAP2	UP	21	mesenchymal_stem_like	SMC2	DOWN	23	luminal_ar
								CTSW	DOWN		immunomodulatory					CCND2	UP	23	mesenchymal_stem_like	CDC42EP3	DOWN	23	luminal_ar
								CYBA	DOWN		immunomodulatory					STBD1	UP	13	mesenchymal_stem_like	SC65	DOWN	25	luminal_ar
								CYBB	DOWN		immunomodulatory					C16orf45	UP	13	mesenchymal_stem_like	CENPE	DOWN	26	luminal_ar
								CYLD	DOWN		immunomodulatory					ACVR1	UP	16	mesenchymal_stem_like	POLR3G	DOWN	31	luminal_ar
								CYP1B1	DOWN		immunomodulatory					CCNG1	UP	15	mesenchymal_stem_like	POLR3C	DOWN	23	luminal_ar
								DCK	DOWN		immunomodulatory					CH25H	UP	17	mesenchymal_stem_like	IVNS1ABP	DOWN	24	luminal_ar
								DOCK2	DOWN		immunomodulatory					SEMA5A	UP	21	mesenchymal_stem_like	CENPF	DOWN	32	luminal_ar
								DPYD	DOWN		immunomodulatory					STARD13	UP	17	mesenchymal_stem_like	RAD51AP1	DOWN	38	luminal_ar
								E2F5	DOWN		immunomodulatory					N4BP2L1	UP	16	mesenchymal_stem_like	IGF2BP3	DOWN	37	luminal_ar
								GPR183	DOWN		immunomodulatory					LDB2	UP	23	mesenchymal_stem_like	IGF2BP2	DOWN	42	luminal_ar
								TYMP	DOWN		immunomodulatory					IL33	UP	23	mesenchymal_stem_like	SLMO1	DOWN	26	luminal_ar
								AIF1	DOWN		immunomodulatory					CD1C	UP	16	mesenchymal_stem_like	KHDRBS3	DOWN	33	luminal_ar
								SERPINB1	DOWN		immunomodulatory					SLC25A46	UP	13	mesenchymal_stem_like	CUGBP2	DOWN	24	luminal_ar
								ELF4	DOWN		immunomodulatory					CD1D	UP	17	mesenchymal_stem_like	FUT9	DOWN	30	luminal_ar
								APOBEC3A	DOWN		immunomodulatory					PDLIM1	UP	13	mesenchymal_stem_like	C1orf2	DOWN	28	luminal_ar
								APOBEC3F	DOWN		immunomodulatory					LOC91316	UP	13	mesenchymal_stem_like	NFAT5	DOWN	22	luminal_ar
								EN1	DOWN		immunomodulatory					IGLL3	UP	14	mesenchymal_stem_like	NES	DOWN	32	luminal_ar
								EVI2A	DOWN		immunomodulatory					CD2	UP	15	mesenchymal_stem_like	HBS1L	DOWN	23	luminal_ar
								EVI2B	DOWN		immunomodulatory					CD3D	UP	14	mesenchymal_stem_like	HCP5	DOWN	32	luminal_ar
								ALDH2	DOWN		immunomodulatory					SFRS2IP	UP	14	mesenchymal_stem_like	NMU	DOWN	31	luminal_ar
								FCER1G	DOWN		immunomodulatory					NEK9	UP	18	mesenchymal_stem_like	WDR3	DOWN	25	luminal_ar
								FCGR1A	DOWN		immunomodulatory					CHRDL1	UP	24	mesenchymal_stem_like	MALT1	DOWN	24	luminal_ar
								FCGR1B	DOWN		immunomodulatory					CD247	UP	14	mesenchymal_stem_like	ADCY3	DOWN	28	luminal_ar
								FCGR2A	DOWN		immunomodulatory					SLC16A7	UP	17	mesenchymal_stem_like	MTMR11	DOWN	26	luminal_ar
								FCGR2B	DOWN		immunomodulatory					CD4	UP	15	mesenchymal_stem_like	RALBP1	DOWN	24	luminal_ar
								FCGR3B	DOWN		immunomodulatory					DCLK1	UP	19	mesenchymal_stem_like	BTG3	DOWN	33	luminal_ar
								FGR	DOWN		immunomodulatory					FAIM3	UP	16	mesenchymal_stem_like	CBX1	DOWN	26	luminal_ar
								TFEC	DOWN		immunomodulatory					TIAF1	UP	14	mesenchymal_stem_like	MLLT11	DOWN	33	luminal_ar
								KLRK1	DOWN		immunomodulatory					CCPG1	UP	18	mesenchymal_stem_like	IFI44L	DOWN	36	luminal_ar
								FNBP1	DOWN		immunomodulatory					PNMA1	UP	16	mesenchymal_stem_like	RAB40B	DOWN	33	luminal_ar
								SEPT6	DOWN		immunomodulatory					NCRNA00081	UP	13	mesenchymal_stem_like	KIF2C	DOWN	28	luminal_ar
								RFTN1	DOWN		immunomodulatory					DHRS3	UP	16	mesenchymal_stem_like	GLIPR1	DOWN	25	luminal_ar
								PLCL2	DOWN		immunomodulatory					STK17A	UP	16	mesenchymal_stem_like	KLK11	DOWN	26	luminal_ar
								KIAA0746	DOWN		immunomodulatory					ITGB1BP1	UP	14	mesenchymal_stem_like	TMSB15A	DOWN	24	luminal_ar
								PHF15	DOWN		immunomodulatory					MS4A1	UP	17	mesenchymal_stem_like	GTF2A1L	DOWN	27	luminal_ar
								SMCHD1	DOWN		immunomodulatory					KLF4	UP	14	mesenchymal_stem_like	UBE2C	DOWN	28	luminal_ar
								TDRD7	DOWN		immunomodulatory					TCEAL1	UP	15	mesenchymal_stem_like	NUPL2	DOWN	22	luminal_ar
								HMHA1	DOWN		immunomodulatory					SLIT2	UP	22	mesenchymal_stem_like	KATNA1	DOWN	23	luminal_ar
								FPR1	DOWN		immunomodulatory					ITGBL1	UP	21	mesenchymal_stem_like	CHEK1	DOWN	32	luminal_ar
								DDX58	DOWN		immunomodulatory					ADIPOQ	UP	19	mesenchymal_stem_like	FAF1	DOWN	25	luminal_ar
								FPR3	DOWN		immunomodulatory					CD27	UP	16	mesenchymal_stem_like	PTP4A3	DOWN	28	luminal_ar
								LY96	DOWN		immunomodulatory					LPXN	UP	13	mesenchymal_stem_like	CHI3L1	DOWN	40	luminal_ar
								APOL2	DOWN		immunomodulatory					C9orf61	UP	15	mesenchymal_stem_like	PSIP1	DOWN	39	luminal_ar
								ALOX5	DOWN		immunomodulatory					QKI	UP	16	mesenchymal_stem_like	CHI3L2	DOWN	37	luminal_ar
								ALOX5AP	DOWN		immunomodulatory					ITM2B	UP	17	mesenchymal_stem_like	FAM107A	DOWN	28	luminal_ar
								IFIT5	DOWN		immunomodulatory					MAP4K4	UP	15	mesenchymal_stem_like	WIF1	DOWN	33	luminal_ar
								FUCA1	DOWN		immunomodulatory					LY86	UP	16	mesenchymal_stem_like	CHEK2	DOWN	23	luminal_ar
								FYB	DOWN		immunomodulatory					ITM2A	UP	23	mesenchymal_stem_like	KLK8	DOWN	33	luminal_ar
								FYN	DOWN		immunomodulatory					ARHGEF6	UP	17	mesenchymal_stem_like	AKAP2	DOWN	26	luminal_ar
								IFI6	DOWN		immunomodulatory					CD34	UP	18	mesenchymal_stem_like	SLC6A14	DOWN	40	luminal_ar
								GABRP	DOWN		immunomodulatory					CD36	UP	23	mesenchymal_stem_like	DUSP12	DOWN	27	luminal_ar
								GCA	DOWN		immunomodulatory					STX8	UP	13	mesenchymal_stem_like	USP18	DOWN	22	luminal_ar
								TNFAIP8	DOWN		immunomodulatory					PIGB	UP	14	mesenchymal_stem_like	ADCY7	DOWN	28	luminal_ar
								SAMHD1	DOWN		immunomodulatory					ADAMTS2	UP	13	mesenchymal_stem_like	CHRM3	DOWN	35	luminal_ar
								EGFL6	DOWN		immunomodulatory					CD37	UP	17	mesenchymal_stem_like	AHNAK2	DOWN	34	luminal_ar
								CCDC69	DOWN		immunomodulatory					ADAMTS1	UP	14	mesenchymal_stem_like	STK38	DOWN	25	luminal_ar
								PTPN22	DOWN		immunomodulatory					ENTPD1	UP	17	mesenchymal_stem_like	ACOT7	DOWN	27	luminal_ar
								STAP1	DOWN		immunomodulatory					GMFG	UP	18	mesenchymal_stem_like	SCRG1	DOWN	40	luminal_ar
								GATA3	DOWN		immunomodulatory					TP53I3	UP	14	mesenchymal_stem_like	OSBPL1A	DOWN	28	luminal_ar
								GBP1	DOWN		immunomodulatory					CXCL14	UP	24	mesenchymal_stem_like	TMEM123	DOWN	24	luminal_ar
								GBP2	DOWN		immunomodulatory					H2AFY	UP	14	mesenchymal_stem_like	MARCH3	DOWN	38	luminal_ar
								GCH1	DOWN		immunomodulatory					CDC42BPB	UP	13	mesenchymal_stem_like	FBXO17	DOWN	24	luminal_ar
								CKAP2	DOWN		immunomodulatory					ENTPD4	UP	13	mesenchymal_stem_like	TBCB	DOWN	29	luminal_ar
								LAT	DOWN		immunomodulatory					AKAP12	UP	23	mesenchymal_stem_like	CKS1B	DOWN	32	luminal_ar
								LAMP3	DOWN		immunomodulatory					IER2	UP	13	mesenchymal_stem_like	CKS2	DOWN	29	luminal_ar
								ST6GALNAC4	DOWN		immunomodulatory					CYTIP	UP	15	mesenchymal_stem_like	RPL39L	DOWN	24	luminal_ar
								ADAMDEC1	DOWN		immunomodulatory					CD48	UP	15	mesenchymal_stem_like	SSX2IP	DOWN	22	luminal_ar
								APOBEC3C	DOWN		immunomodulatory					CD53	UP	18	mesenchymal_stem_like	CLCN4	DOWN	27	luminal_ar
								MAT2B	DOWN		immunomodulatory					FEZ1	UP	19	mesenchymal_stem_like	ADD2	DOWN	23	luminal_ar
								GLRX	DOWN		immunomodulatory					ARHGEF10	UP	14	mesenchymal_stem_like	SERPINA3	DOWN	28	luminal_ar
								GLUL	DOWN		immunomodulatory					SH3PXD2A	UP	13	mesenchymal_stem_like	CLNS1A	DOWN	26	luminal_ar
								IGHV4-31	DOWN		immunomodulatory					GCC2	UP	13	mesenchymal_stem_like	ADFP	DOWN	23	luminal_ar
								GPR18	DOWN		immunomodulatory					CD69	UP	17	mesenchymal_stem_like	COL2A1	DOWN	32	luminal_ar
								TRAC	DOWN		immunomodulatory					RAPGEF2	UP	17	mesenchymal_stem_like	COL4A2	DOWN	22	luminal_ar
								IGLV4-60	DOWN		immunomodulatory					TRAM2	UP	15	mesenchymal_stem_like	COL9A2	DOWN	26	luminal_ar
								IGLV3-19	DOWN		immunomodulatory					CD74	UP	17	mesenchymal_stem_like	COL9A3	DOWN	24	luminal_ar
								IGLJ3	DOWN		immunomodulatory					SECISBP2L	UP	14	mesenchymal_stem_like	CP	DOWN	25	luminal_ar
								IGKV1D-13	DOWN		immunomodulatory					CD79A	UP	14	mesenchymal_stem_like	ADORA2B	DOWN	25	luminal_ar
								IGKV4-1	DOWN		immunomodulatory					GPRASP1	UP	20	mesenchymal_stem_like	CPM	DOWN	23	luminal_ar
								TMEM176B	DOWN		immunomodulatory					PHACTR2	UP	18	mesenchymal_stem_like	CRABP1	DOWN	43	luminal_ar
								PYCARD	DOWN		immunomodulatory					CD81	UP	14	mesenchymal_stem_like	CRABP2	DOWN	34	luminal_ar
																FAM65B	UP	15	mesenchymal_stem_like	MYL6B	DOWN	27	luminal_ar
																RASSF2	UP	18	mesenchymal_stem_like	CHODL	DOWN	37	luminal_ar
																KIAA0232	UP	14	mesenchymal_stem_like	TCEAL2	DOWN	22	luminal_ar
																RNF144A	UP	13	mesenchymal_stem_like	SIRPA	DOWN	22	luminal_ar
																SPOCK2	UP	14	mesenchymal_stem_like	CRYAB	DOWN	25	luminal_ar
																ARMCX2	UP	17	mesenchymal_stem_like	CSN3	DOWN	27	luminal_ar
																ZEB2	UP	21	mesenchymal_stem_like	CSPG4	DOWN	33	luminal_ar
																ELMO1	UP	17	mesenchymal_stem_like	CSRP2	DOWN	37	luminal_ar
																PJA2	UP	17	mesenchymal_stem_like	KIF18B	DOWN	35	luminal_ar
																FCHSD2	UP	15	mesenchymal_stem_like	CTAG1B	DOWN	24	luminal_ar
																LBA1	UP	17	mesenchymal_stem_like	CTPS	DOWN	33	luminal_ar
																LPPR4	UP	14	mesenchymal_stem_like	LOC151162	DOWN	28	luminal_ar
																NUAK1	UP	15	mesenchymal_stem_like	KLHL23	DOWN	25	luminal_ar
																MRC2	UP	16	mesenchymal_stem_like	CTSL2	DOWN	35	luminal_ar
																IQSEC1	UP	15	mesenchymal_stem_like	CXADR	DOWN	27	luminal_ar
																P2RY14	UP	17	mesenchymal_stem_like	CYBA	DOWN	24	luminal_ar
																MAFB	UP	17	mesenchymal_stem_like	CYP27A1	DOWN	29	luminal_ar
																CD302	UP	24	mesenchymal_stem_like	DAPK1	DOWN	33	luminal_ar
																ARHGAP25	UP	17	mesenchymal_stem_like	DBN1	DOWN	27	luminal_ar
																GFPT2	UP	13	mesenchymal_stem_like	DCK	DOWN	22	luminal_ar
																CLEC2B	UP	17	mesenchymal_stem_like	DCX	DOWN	24	luminal_ar
																CDH3	DOWN	14	mesenchymal_stem_like	DDX11	DOWN	23	luminal_ar
																LOC100132072	DOWN	14	mesenchymal_stem_like	GPR125	DOWN	37	luminal_ar
																LOC100132430	DOWN	16	mesenchymal_stem_like	DEFB1	DOWN	30	luminal_ar
																LOC100133724	DOWN	15	mesenchymal_stem_like	DFFB	DOWN	26	luminal_ar
																CD24	DOWN	16	mesenchymal_stem_like	COCH	DOWN	39	luminal_ar
																TROAP	DOWN	20	mesenchymal_stem_like	DKC1	DOWN	28	luminal_ar
																CHAF1A	DOWN	15	mesenchymal_stem_like	DLX5	DOWN	33	luminal_ar
																PARP2	DOWN	15	mesenchymal_stem_like	DMD	DOWN	32	luminal_ar
																HMGXB4	DOWN	13	mesenchymal_stem_like	DYNC1I1	DOWN	23	luminal_ar
																SMC4	DOWN	17	mesenchymal_stem_like	DNMT1	DOWN	22	luminal_ar
																DNM1L	DOWN	16	mesenchymal_stem_like	TRDMT1	DOWN	22	luminal_ar
																ABCF2	DOWN	17	mesenchymal_stem_like	DPYSL2	DOWN	27	luminal_ar
																PQBP1	DOWN	13	mesenchymal_stem_like	DSC2	DOWN	34	luminal_ar
																ACTR2	DOWN	13	mesenchymal_stem_like	DSC3	DOWN	34	luminal_ar
																PPIF	DOWN	15	mesenchymal_stem_like	RCAN1	DOWN	26	luminal_ar
																KIF20A	DOWN	23	mesenchymal_stem_like	DSG1	DOWN	34	luminal_ar
																DNAL4	DOWN	13	mesenchymal_stem_like	DSG2	DOWN	31	luminal_ar
																LRPPRC	DOWN	13	mesenchymal_stem_like	AGT	DOWN	24	luminal_ar
																NAMPT	DOWN	14	mesenchymal_stem_like	DSG3	DOWN	42	luminal_ar
																GPR64	DOWN	19	mesenchymal_stem_like	DSP	DOWN	28	luminal_ar
																PDZK1IP1	DOWN	16	mesenchymal_stem_like	SLC26A2	DOWN	37	luminal_ar
																CDK2	DOWN	13	mesenchymal_stem_like	E2F3	DOWN	35	luminal_ar
																PRMT3	DOWN	13	mesenchymal_stem_like	E2F5	DOWN	26	luminal_ar
																MPHOSPH6	DOWN	14	mesenchymal_stem_like	ECT2	DOWN	22	luminal_ar
																DHRS2	DOWN	18	mesenchymal_stem_like	EDN1	DOWN	23	luminal_ar
																NUTF2	DOWN	13	mesenchymal_stem_like	EFNA5	DOWN	28	luminal_ar
																MPZL2	DOWN	15	mesenchymal_stem_like	CELSR2	DOWN	27	luminal_ar
																DDX39	DOWN	16	mesenchymal_stem_like	AHR	DOWN	24	luminal_ar
																MSLN	DOWN	19	mesenchymal_stem_like	A2M	DOWN	22	luminal_ar
																HRSP12	DOWN	16	mesenchymal_stem_like	ELF5	DOWN	40	luminal_ar
																POP7	DOWN	17	mesenchymal_stem_like	APOBEC3A	DOWN	30	luminal_ar
																SF3B4	DOWN	16	mesenchymal_stem_like	EN1	DOWN	44	luminal_ar
																IRX5	DOWN	17	mesenchymal_stem_like	ENO2	DOWN	29	luminal_ar
																CDKN2A	DOWN	19	mesenchymal_stem_like	SLC29A1	DOWN	22	luminal_ar
																CRISP3	DOWN	18	mesenchymal_stem_like	EPB41L2	DOWN	29	luminal_ar
																COX4NB	DOWN	14	mesenchymal_stem_like	AK2	DOWN	28	luminal_ar
																CDKN3	DOWN	21	mesenchymal_stem_like	EPHB3	DOWN	36	luminal_ar
																SYCP2	DOWN	13	mesenchymal_stem_like	FBL	DOWN	36	luminal_ar
																NDRG1	DOWN	14	mesenchymal_stem_like	ETV5	DOWN	23	luminal_ar
																CDS1	DOWN	15	mesenchymal_stem_like	ETV6	DOWN	32	luminal_ar
																NDC80	DOWN	22	mesenchymal_stem_like	EXT1	DOWN	22	luminal_ar
																WFDC2	DOWN	18	mesenchymal_stem_like	EYA2	DOWN	28	luminal_ar
																TIMM17A	DOWN	16	mesenchymal_stem_like	EZH2	DOWN	28	luminal_ar
																TOMM40	DOWN	15	mesenchymal_stem_like	FABP5	DOWN	42	luminal_ar
																HAX1	DOWN	13	mesenchymal_stem_like	FANCA	DOWN	26	luminal_ar
																TACC3	DOWN	20	mesenchymal_stem_like	FANCE	DOWN	27	luminal_ar
																PPIH	DOWN	14	mesenchymal_stem_like	FANCG	DOWN	34	luminal_ar
																CLGN	DOWN	16	mesenchymal_stem_like	ALDH1B1	DOWN	22	luminal_ar
																SLC25A17	DOWN	14	mesenchymal_stem_like	FAT1	DOWN	27	luminal_ar
																NOP56	DOWN	13	mesenchymal_stem_like	FAT2	DOWN	22	luminal_ar
																RNASEH2A	DOWN	22	mesenchymal_stem_like	FAM171A1	DOWN	39	luminal_ar
																UBD	DOWN	13	mesenchymal_stem_like	FEN1	DOWN	24	luminal_ar
																CEBPG	DOWN	15	mesenchymal_stem_like	FGD1	DOWN	26	luminal_ar
																OLFM4	DOWN	13	mesenchymal_stem_like	FGF9	DOWN	22	luminal_ar
																CCT4	DOWN	14	mesenchymal_stem_like	FGFR3	DOWN	26	luminal_ar
																CCT2	DOWN	13	mesenchymal_stem_like	FGFR2	DOWN	39	luminal_ar
																CENPA	DOWN	23	mesenchymal_stem_like	MRAS	DOWN	24	luminal_ar
																C6orf108	DOWN	13	mesenchymal_stem_like	PHLDA1	DOWN	27	luminal_ar
																SMC2	DOWN	19	mesenchymal_stem_like	HSPA4L	DOWN	33	luminal_ar
																PAICS	DOWN	21	mesenchymal_stem_like	PUF60	DOWN	23	luminal_ar
																SPAG5	DOWN	22	mesenchymal_stem_like	DZIP1	DOWN	30	luminal_ar
																STAMBP	DOWN	13	mesenchymal_stem_like	ENPP4	DOWN	24	luminal_ar
																CENPE	DOWN	23	mesenchymal_stem_like	KIAA0907	DOWN	25	luminal_ar
																POLR3C	DOWN	13	mesenchymal_stem_like	BTBD3	DOWN	26	luminal_ar
																CENPF	DOWN	21	mesenchymal_stem_like	SEPHS1	DOWN	32	luminal_ar
																RAD51AP1	DOWN	21	mesenchymal_stem_like	DKK1	DOWN	24	luminal_ar
																IGF2BP3	DOWN	22	mesenchymal_stem_like	FOXC1	DOWN	43	luminal_ar
																IGF2BP2	DOWN	17	mesenchymal_stem_like	FOXD1	DOWN	32	luminal_ar
																YKT6	DOWN	13	mesenchymal_stem_like	TPX2	DOWN	29	luminal_ar
																EBP	DOWN	17	mesenchymal_stem_like	RP4-691N24.1	DOWN	31	luminal_ar
																C1orf2	DOWN	13	mesenchymal_stem_like	PDZRN3	DOWN	23	luminal_ar
																USP39	DOWN	14	mesenchymal_stem_like	RBM34	DOWN	26	luminal_ar
																POLQ	DOWN	19	mesenchymal_stem_like	ZNF292	DOWN	30	luminal_ar
																PLK4	DOWN	23	mesenchymal_stem_like	FOXM1	DOWN	35	luminal_ar
																SIX2	DOWN	15	mesenchymal_stem_like	CAND2	DOWN	35	luminal_ar
																NUP50	DOWN	14	mesenchymal_stem_like	RRP1B	DOWN	24	luminal_ar
																POP4	DOWN	13	mesenchymal_stem_like	PEG10	DOWN	28	luminal_ar
																MTHFD2	DOWN	21	mesenchymal_stem_like	CDC2L6	DOWN	26	luminal_ar
																RPP40	DOWN	16	mesenchymal_stem_like	SPG20	DOWN	22	luminal_ar
																ADCY2	DOWN	13	mesenchymal_stem_like	NFASC	DOWN	34	luminal_ar
																SEC24A	DOWN	13	mesenchymal_stem_like	FLNA	DOWN	23	luminal_ar
